---
season: 2021-22
division: d1
gender: women
duals: 4807
description: schedule/scoreboard from team websites
---
source	id	date	time	timeZone	gender	rank	team	at	oppRank	opponent	outcome	score	neutral	conference	division	domain	tournament	timeDisplay	location	facility	tv	radio	links
  UCF	 17497	2022-03-05	12:00pm	   	W	16	MICH 	at	12	UCF  	 	   	 	 				12:00 PM	Orlando, FL	[USTA National Campus](/facilities/?id=14)			[History](/sports/womens-tennis/opponent-history/university-of-michigan/166)
 MICH	 20913	2022-03-05	12:00pm	   	W	16	MICH 	at	12	UCF  	 	   	 	 				12:00 PM	Lake Nona, FL				
   LU	  7958	2022-03-05	    TBA	   	W	  	ASH  	vs	  	LU   	 	   	N	 					Blacksburg, VA				
 CHAT	 12865	2022-03-05	    TBA	   	W	  	CHAT 	vs	  	MOST 	 	   	N	 					Martin, TN				[History](/sports/womens-tennis/opponent-history/missouri-state-university/369)
EMICH	 13195	2022-03-05	    TBA	   	W	  	EMICH	vs	  	OAK  	 	   	N	 					Orlando, FL				[History](/sports/womens-tennis/opponent-history/oakland/33)
FLA&M	  3672	2022-03-05	       	   	W	  	FLA&M	at	  	GAST 	 	   	 	 					Atlanta, GA				[History](/sports/womens-tennis/opponent-history/georgia-state-university/87)
 GTWN	 18807	2022-03-05	       	   	W	  	GTWN 	at	  	MORG 	 	   	 	 					Baltimore, MD				
  HOW	  9032	2022-03-05	    TBD	   	W	  	HOW  	at	  	GW   	 	   	 	 					Washington, DC				[History](/sports/womens-tennis/opponent-history/george-washington-university/23)
 JVST	  6511	2022-03-05	    TBA	   	W	  	JVST 	at	  	SAM  	 	   	 	 					Birmingham, AL				
 JOES	  8193	2022-03-05	       	   	W	  	LAF  	at	  	JOES 	 	   	 	 					Legacy Indoor Tennis Facility				[History](/sports/womens-tennis/opponent-history/lafayette-college/140)
  LAF	 11549	2022-03-05	    TBA	   	W	  	LAF  	at	  	JOES 	 	   	 	 					Philadelphia, PA				
 MOST	  5721	2022-03-05	    TBA	   	W	  	MOST 	at	  	CHAT 	 	   	 	 					Martin, Ten.				
 FAIR	 12482	2022-03-05	    TBA	   	W	  	MRMK 	at	  	FAIR 	 	   	 	 					Fairfield, CT	[WAC Tennis Courts](/facilities/?id=14)			
  DAY	 13669	2022-03-05	    TBD	   	W	  	MURR 	at	  	DAY  	 	   	 	 					Miamisburg, OH	[South Regency Tennis Center](https://www.southregencyonline.com/)			[History](/sports/womens-tennis/opponent-history/murray-state-university/92)
  NEV	 10773	2022-03-05	    TBA	   	W	  	NEV  	at	  	CSUS 	 	   	 	 					Turlock, CA				[History](/sports/womens-tennis/opponent-history/stanislaus-state/140)
W ILL	 12780	2022-03-05	    TBA	   	W	  	SDAK 	at	  	W ILL	 	   	 	 					MACOMB				
 SIEN	 16157	2022-03-05	    TBA	   	W	  	SIEN 	at	  	NIA  	 	   	 	C					Niagara Falls, NY				[History](/sports/womens-tennis/opponent-history/niagara-university/25)
  UND	 12313	2022-03-05	    TBA	   	W	  	UND  	at	  	ORU  	 	   	 	C					Tulsa, OK				
 AZST	 29292	2022-03-05	    TBD	   	W	  	WAST 	at	  	AZST 	 	   	 	 					Tempe, AZ				[History](/sports/womens-tennis/opponent-history/washington-state-university/35)
 WAST	 14961	2022-03-05	    TBD	   	W	  	WAST 	at	  	AZST 	 	   	 	 					Tempe, AZ				[History](/sports/womens-tennis/opponent-history/arizona-state-university/42)
 WICH	 14990	2022-03-05	    TBA	   	W	  	WICH 	at	  	ABCHR	 	   	 	 					Abilene, TX	ACU Outdoor Tennis Courts			[History](/sports/womens-tennis/opponent-history/abilene-christian-university/168)
ABCHR	  8495	2022-03-05	       	   	W	  	WICH 	at	  	ABCHR	 	   	 	 					Abilene				[History](/sports/womens-tennis/opponent-history/wichita-state-university/143)
 NAVY	 21901	2022-03-05	 9:00am	   	W	  	DREX 	at	  	NAVY 	 	   	 	 				9:00 a.m.	Annapolis, MD				[History](/sports/womens-tennis/opponent-history/drexel-university/79)
  AFA	 14515	2022-03-05	 9:30am	MT 	W	  	TRITX	at	  	AFA  	 	   	 	 				9:30 am MT	USAFA				
 UNCW	  8918	2022-03-05	10:00am	   	W	  	CCAR 	at	  	UNCW 	 	   	 	 				10:00 a.m.	Wilmington, NC				
 CCAR	 21464	2022-03-05	10:00am	ET 	W	  	CCAR 	at	  	UNCW 	 	   	 	 			2022 Spring Schedule	10 a.m. ET	Wilmington, NC				
 STET	 14078	2022-03-05	10:00am	   	W	  	CoC  	at	  	STET 	 	   	 	 				10 am	DeLand, FL	[Mandy Stoll Tennis Center](/facilities/?id=4)			[History](/sports/womens-tennis/opponent-history/college-of-charleston/57)
  CoC	 10753	2022-03-05	10:00am	   	W	  	CoC  	at	  	STET 	 	   	 	 				10:00 AM	DeLand, FL				
 FRES	 16963	2022-03-05	10:00am	PT 	W	  	FRES 	at	  	CSUF 	 	   	 	 				10 a.m. PT	Fullerton, CA				
 CAMP	206032	2022-03-05	10:00am	   	W	  	HAMP 	at	  	CAMP 	 	   	 	C				10:00 AM	BUIES CREEK				
  UTA	 17167	2022-03-05	10:00am	   	W	  	HOU  	at	  	UTA  	 	   	 	 				10 AM	Arlington, TX	UTA Tennis Center			[History](/sports/womens-tennis/opponent-history/university-of-houston/114)
 SELU	  8079	2022-03-05	10:00am	   	W	  	JKST 	at	  	SELU 	 	   	 	 				10 a.m.	Hammond, LA	[Southeastern Tennis Complex](/facilities/?id=6)			
 JKST	  2811	2022-03-05	10:00am	CT 	W	  	JKST 	at	  	SELU 	 	   	 	 				10:00 A.M. CT	Hammond, LA	[Southeastern Tennis Complex](https://lionsports.net/facilities/southeastern-tennis-complex/6)			
  W&M	 15260	2022-03-05	10:00am	   	W	  	LIB  	at	  	W&M  	 	   	 	 				10 AM	Williamsburg, VA				[History](/sports/womens-tennis/opponent-history/liberty-university/22)
   LT	 10663	2022-03-05	10:00am	   	W	  	LT   	at	  	IWORD	 	   	 	 				10 a.m.	San Antonio, TX				
IWORD	  5725	2022-03-05	10:00am	   	W	  	LT   	at	  	IWORD	 	   	 	 				10 a.m.	San Antonio, TX	Mabry Tennis Center			[History](/sports/womens-tennis/opponent-history/louisiana-tech/31)
MIAOH	 16851	2022-03-05	10:00am	   	W	  	MIAOH	at	  	LIP  	 	   	 	 				10 a.m.	Memphis, TN				[History](/sports/womens-tennis/opponent-history/lipscomb-university/227)
  EWU	  4978	2022-03-05	10:00am	   	W	  	MONT 	at	  	EWU  	 	   	 	C			2022 Spring Schedule	10 a.m.	Cheney, WA				[History](/sports/womens-tennis/opponent-history/university-of-montana/14)
 PORT	 11304	2022-03-05	10:00am	   	W	  	NMSU 	vs	  	PORT 	 	   	N	 			UNLV Invitational	10:00 AM	Las Vegas, NV	Fertitta Complex			
 UNLV	 15119	2022-03-05	10:00am	PT 	W	  	SEA  	at	  	UNLV 	 	   	 	 				10 am PT	Las Vegas	Fertitta Tennis Complex			
  TEM	 10861	2022-03-05	10:00am	   	W	  	TEM  	at	  	FAU  	 	   	 	 				10:00 A.M.	Boca Raton, FL				
  FAU	 19715	2022-03-05	10:00am	   	W	  	TEM  	at	  	FAU  	 	   	 	 				10 a.m.	Boca Raton, FL				[History](/sports/womens-tennis/opponent-history/temple-university/214)
 HAMP	  8451	2022-03-05	10:30am	   	W	  	HAMP 	at	  	CAMP 	 	   	 	C				10:30 AM	Buies Creek, NC				
  CIN	  7989	2022-03-05	11:00am	   	W	  	CIN  	at	  	IND  	 	   	 	 				11 A.M.	Bloomington, IN				[History](/sports/womens-tennis/opponent-history/indiana-university/21)
  IND	 25688	2022-03-05	11:00am	   	W	  	CIN  	at	  	IND  	 	   	 	 				11:00 AM	Bloomington, IN				[History](/sports/womens-tennis/opponent-history/university-of-cincinnati/23)
  GMU	 11735	2022-03-05	11:00am	   	W	  	COPP 	at	  	GMU  	 	   	 	 				11 a.m.	Fairfax, Va. [Tennis Courts](	facilities/?id=7)			[History](/sports/womens-tennis/opponent-history/coppin-state-university/159)
  HAW	 27033	2022-03-05	11:00am	   	W	  	CSLB 	at	  	HAW  	 	   	 	C				11:00 a.m.	Honolulu, O‘ahu	UH Tennis Complex			[History](/sports/womens-tennis/opponent-history/long-beach-state-university/17)
 CSLB	  7380	2022-03-05	11:00am	   	W	  	CSLB 	at	  	HAW  	 	   	 	 				11:00 A.M.	Honolulu, HI				[History](/sports/womens-tennis/opponent-history/university-of-hawaii/346)
 DREX	  9062	2022-03-05	11:00am	   	W	  	DREX 	at	  	NAVY 	 	   	 	 				11 a.m.	Annapolis, MD				
 GRAM	  5639	2022-03-05	11:00am	   	W	  	GRAM 	at	  	PVA&M	 	   	 	 				11 a.m.	Prairie View, TX				[History](/sports/womens-tennis/opponent-history/prairie-view-am-university/1)
MCN T	 11415	2022-03-05	11:00am	   	W	  	MCN T	at	  	SFA  	 	   	 	 				11 a.m.	Nacogdoches, TX				[History](/sports/womens-tennis/opponent-history/stephen-f-austin/19)
 MILW	 15949	2022-03-05	11:00am	   	W	  	MILW 	at	  	DRAKE	 	   	 	 				11 AM	Des Moines, IA				Knapp Tennis Center [History](/sports/womens-tennis/opponent-history/drake/36)
DRAKE	 12400	2022-03-05	11:00am	   	W	  	MILW 	at	  	DRAKE	 	   	 	 				11am	Des Moines, IA	[Roger Knapp Tennis Center](/facilities/?id=6)			[History](/sports/womens-tennis/opponent-history/milwaukee/76)
 MINN	 19407	2022-03-05	11:00am	   	W	  	MINN 	at	  	NEB  	 	   	 	C				11:00 AM	Lincoln, NE				
 MONT	  5157	2022-03-05	11:00am	   	W	  	MONT 	at	  	EWU  	 	   	 	C				11 AM (MT)	Cheney, WA				
PVA&M	  6282	2022-03-05	11:00am	   	W	  	PVA&M	  	  	GRAM 	 	   	 	 				11AM	Prairie View, TX				[History](/sports/womens-tennis/opponent-history/grambling-state-university/10)
  USF	 12250	2022-03-05	11:00am	   	W	  	SALA 	at	  	USF  	 	   	 	 				11 a.m.	Tampa, FL	USF Varsity Tennis Courts			[History](/sports/womens-tennis/opponent-history/university-of-south-alabama/202)
 SALA	  9751	2022-03-05	11:00am	   	W	  	SALA 	at	  	USF  	 	   	 	 				11 am	Tampa, FL				[History](/sports/womens-tennis/opponent-history/university-of-south-florida/17)
BROWN	 11414	2022-03-05	11:00am	   	W	  	SB   	at	  	BROWN	 	   	 	 				11:00 am	Providence, RI				
  PAC	  8053	2022-03-05	11:00am	   	W	  	SCLAR	at	  	PAC  	 	   	 	C				11:00 a.m.	Stockton, CA	[Eve Zimmerman Tennis Center](/facilities/?id=6)			[History](/sports/womens-tennis/opponent-history/santa-clara-university/102)
  UCR	 13347	2022-03-05	11:00am	   	W	  	TOL  	at	  	UCR  	 	   	 	 				11:00 a.m.	Riverside, CA	[SRC Tennis Courts](/facilities/?id=34)			[History](/sports/womens-tennis/opponent-history/university-of-toledo/145)
  TOL	 21308	2022-03-05	11:00am	   	W	  	TOL  	at	  	UCR  	 	   	 	 				11:00 a.m. (PST)	Riverside, CA				
  UCI	 10973	2022-03-05	11:00am	   	W	  	UCI  	at	  	CSULA	 	   	 	 				11:00 AM	Los Angeles, CA				
  UNF	 18089	2022-03-05	11:00am	   	W	  	UNF  	at	  	CHAR 	 	   	 	 				11 a.m.	Charlotte, NC				[History](/sports/womens-tennis/opponent-history/charlotte/205)
 CHAR	 16223	2022-03-05	11:00am	   	W	  	UNF  	at	  	CHAR 	 	   	 	 				11:00 AM	Charlotte, NC	Halton-Wagner Tennis Complex			[History](/sports/womens-tennis/opponent-history/university-of-north-florida/185)
 BUTL	 12450	2022-03-05	11:00am	   	W	  	VALPO	at	  	BUTL 	 	   	 	 				11 AM	Indianapolis, IN				[History](/sports/womens-tennis/opponent-history/valparaiso-university/73)
 WASH	 20386	2022-03-05	11:00am	PT 	W	  	WASH 	at	  	ARIZ 	 	   	 	 				11:00 AM PT	Tucson, AZ				
 BRAD	 21017	2022-03-05	12:00pm	   	W	  	BRAD 	at	  	SE MO	 	   	 	 				12:00 p.m.	Paducah, KY	McCracken Co. HS Indoor Tennis Facility			
SE MO	 17128	2022-03-05	12:00pm	   	W	  	BRAD 	at	  	SE MO	 	   	 	 				12 P.M.	Cape Girardeau, MO	[Redhawks Tennis Complex](/facilities/?id=22)			[History](/sports/womens-tennis/opponent-history/bradley-university/40)
 BALL	 10019	2022-03-05	12:00pm	   	W	  	CLEV 	at	  	BALL 	 	   	 	 				12 pm	Muncie, IN				
  COR	 49343	2022-03-05	12:00pm	   	W	  	COLG 	at	  	COR  	 	   	 	 				12:00 p.m.	Ithaca, NY	[Reis Tennis Center](/facilities/?id=15)			
 COLG	  9025	2022-03-05	12:00pm	   	W	  	COLG 	at	  	COR  	 	   	 	 				12:00 P.M.	Ithaca, NY				
 MARQ	  9019	2022-03-05	12:00pm	CT 	W	  	ILST 	at	  	MARQ 	 	   	 	 				NOON CT	Milwaukee, WI	[Helfaer Tennis & Recreation Center](/facilities/?id=5)			[Live Stats](https://sidearmstats.com/marquette/wten/) [History](/sports/womens-tennis/opponent-history/illinois-state-university/63)
 ILST	 18097	2022-03-05	12:00pm	   	W	  	ILST 	at	  	MARQ 	 	   	 	 				Noon	Milwaukee, WI				
  SAM	 12106	2022-03-05	12:00pm	   	W	  	JVST 	at	  	SAM  	 	   	 	 				12:00 PM	Birmingham, AL				[History](/sports/womens-tennis/opponent-history/jacksonville-state-university/2)
 MONM	 18095	2022-03-05	12:00pm	   	W	  	MONM 	at	  	WAG  	 	   	 	 				12:00 PM	Staten Island, NY				[History](/sports/womens-tennis/opponent-history/wagner-college/62)
  KSU	 16846	2022-03-05	12:00pm	   	W	  	NW   	at	  	KSU  	 	   	 	 			2022 Spring Schedule	12 PM	Manhattan, KS				[History](/sports/womens-tennis/opponent-history/northwestern-university/222)
   NW	 19729	2022-03-05	12:00pm	CT 	W	  	NW   	at	  	KSU  	 	   	 	 				12 p.m. CT	Manhattan, KS				
  WVU	 18654	2022-03-05	12:00pm	   	W	  	PENN 	at	  	WVU  	 	   	 	 				12 p.m.	Morgantown, W.Va.				
 PENN	 18191	2022-03-05	12:00pm	   	W	  	PENN 	at	  	WVU  	 	   	 	 				12 PM	Morgantown, WV				
 PRST	  4378	2022-03-05	12:00pm	PT 	W	  	PRST 	at	  	BOISE	 	   	 	 				12 P.M. PT	Boise, ID				
 SDAK	  7753	2022-03-05	12:00pm	   	W	  	SDAK 	at	  	W ILL	 	   	 	C				Noon	Macomb, IL				
 SMCC	 10356	2022-03-05	12:00pm	   	W	  	SMCC 	at	  	UCD  	 	   	 	 				12:00 PM	Davis, CA				[History](/sports/womens-tennis/opponent-history/uc-davis/45)
 CSUN	 15097	2022-03-05	12:00pm	   	W	  	UCSD 	at	  	CSUN 	 	   	 	C				12:00 p.m.	Northridge, CA	Matador Tennis Complex			
 UCSD	  8816	2022-03-05	12:00pm	   	W	  	UCSD 	at	  	CSUN 	 	   	 	C				12:00 PM	Northridge, CA				
  ORU	  7394	2022-03-05	12:00pm	   	W	  	UND  	at	  	ORU  	 	   	 	 				12 p.m.	Tulsa, OK	[Bernis Duke Tennis Center](/facilities/?id=12)			[History](/sports/womens-tennis/opponent-history/university-of-north-dakota/246)
 UTEP	 10607	2022-03-05	12:00pm	   	W	  	UTEP 	at	  	UNM  	 	   	 	 				12 P.M.	Albuquerque, NM				[History](/sports/womens-tennis/opponent-history/university-of-new-mexico/97)
 ARIZ	 25994	2022-03-05	12:00pm	MST	W	  	WASH 	at	  	ARIZ 	 	   	 	 				12:00 PM MST	Tucson, AZ				[History](/sports/womens-tennis/opponent-history/university-of-washington/167)
 ELON	  7599	2022-03-05	 1:00pm	   	W	  	ELON 	at	  	DAV  	 	   	 	 				1:00 p.m.	Davidson, NC				
 MORG	  5682	2022-03-05	 1:00pm	   	W	  	GTWN 	at	  	MORG 	 	   	 	 				1 p.m.	Baltimore, MD				[History](/sports/womens-tennis/opponent-history/georgetown-university/42)
   GW	 13380	2022-03-05	 1:00pm	   	W	  	HOW  	at	  	GW   	 	   	 	 				1:00 p.m.	Washington, DC	[Southeast Tennis and Learning Center (SETLC)](https://dpr.dc.gov/page/southeast-tennis-and-learning-center-setlc)			
 JKST	  3010	2022-03-05	 1:00pm	CT 	W	  	JKST 	vs	  	LSUAL	 	   	N	 				1:00 P.M. CT	Hammond, LA	[Southeastern Tennis Complex](https://lionsports.net/facilities/southeastern-tennis-complex/6)			
  MSU	 16190	2022-03-05	 1:00pm	ET 	W	  	JMU  	vs	  	MSU  	 	   	N	 				1 p.m. ET	Huntington, WV				
 MIZZ	 23643	2022-03-05	 1:00pm	   	W	  	MIZZ 	at	  	ARK  	 	   	 	C				1 PM	Fayetteville, AR				
OMAHA	 17511	2022-03-05	 1:00pm	   	W	  	OMAHA	at	  	UMKC 	 	   	 	C				1 P.M.	Kansas City, MO				
BOISE	 19863	2022-03-05	 1:00pm	MT 	W	  	PRST 	at	  	BOISE	 	   	 	 				1 p.m. MT	Boise, ID	Appleton Tennis Center			
  DEN	 12267	2022-03-05	 1:30pm	MT 	W	  	USTMN	at	  	DEN  	 	   	 	C				1:30 p.m. MT	Denver, CO				[History](/sports/womens-tennis/opponent-history/university-of-st-thomas/676)
   SF	  7109	2022-03-05	 2:00pm	   	W	  	CPOLY	at	  	SF   	 	   	 	 				2:00 p.m.	San Francisco				[History](/sports/womens-tennis/opponent-history/cal-poly/9)
 BUCK	 17526	2022-03-05	 2:00pm	   	W	  	SBU  	at	  	BUCK 	 	   	 	 				2 p.m.	South Williamsport, PA	[Central PA Tennis Center](/facilities/?id=26)			
  UCA	 10033	2022-03-05	 2:00pm	   	W	  	ULM  	at	  	UCA  	 	   	 	 				2 p.m.	Conway, AR	UCA Tennis Courts			[History](/sports/womens-tennis/opponent-history/university-of-louisiana-at-monroe/68)
  ULM	 14307	2022-03-05	 2:00pm	   	W	  	ULM  	at	  	UCA  	 	   	 	 				2 P.M.	Conway, AR				
 UNCG	  7664	2022-03-05	 2:00pm	   	W	  	WCU  	at	  	UNCG 	 	   	 	 				2:00 p.m.	Greensboro, NC				[History](/sports/womens-tennis/opponent-history/western-carolina/10)
  WCU	 14152	2022-03-05	 2:00pm	   	W	  	WCU  	at	  	UNCG 	 	   	 	C				2:00 PM	Greensboro, NC				[History](/sports/womens-tennis/opponent-history/unc-greensboro/37)
  AFA	 14516	2022-03-05	 2:30pm	MT 	W	  	CSUP 	at	  	AFA  	 	   	 	 				2:30 pm MT	USAFA				
 MURR	 10110	2022-03-05	 2:30pm	   	W	  	MURR 	at	  	DAY  	 	   	 	 				2:30 p.m.	Dayton, OH				[History](/sports/womens-tennis/opponent-history/university-of-dayton/179)
 FRES	 16964	2022-03-05	 3:00pm	PT 	W	  	FRES 	at	  	APU  	 	   	 	 				3 p.m. PT	Azusa, CA				
 RICH	  8995	2022-03-05	 3:00pm	   	W	  	MD   	at	  	RICH 	 	   	 	 				3 p.m.	Richmond, VA	[Westhampton Tennis Complex](/facilities/?id=10)			[History](/sports/womens-tennis/opponent-history/university-of-maryland/141)
   MD	 12898	2022-03-05	 3:00pm	   	W	  	MD   	at	  	RICH 	 	   	 	 				3:00 PM	Richmond, VA				
  EIU	  8555	2022-03-05	 3:30pm	   	W	  	EIU  	at	  	IND  	 	   	 	 				3:30 pm	Bloomington, IN				
  SFU	 10951	2022-03-05	 3:30pm	   	W	  	SFU  	at	  	XAV  	 	   	 	 				3:30 PM	Cincinnati, OH				[History](/sports/womens-tennis/opponent-history/xavier-university/178)
  DUQ	 16460	2022-03-05	 4:00pm	   	W	  	DEL  	at	  	DUQ  	 	   	 	 				4 PM	Pittsburgh, PA	[Alpha Tennis And Fitness of Pittsburgh](http://alphatennis.net/)			[History](/sports/womens-tennis/opponent-history/university-of-delaware/220)
  DEL	 29390	2022-03-05	 4:00pm	   	W	  	DEL  	at	  	DUQ  	 	   	 	 				4 p.m.	Pittsburgh, PA				[History](/sports/womens-tennis/opponent-history/duquesne-university/56)
  IND	 25689	2022-03-05	 4:30pm	   	W	  	EIU  	at	  	IND  	 	   	 	 				4:30 PM	Bloomington, IN				[History](/sports/womens-tennis/opponent-history/eastern-illinois-university/92)
 FORD	  9947	2022-03-05	 6:00pm	   	W	  	FORD 	at	  	QUIN 	 	   	 	 				6:00 PM	Hamden, CT				
 QUIN	 19843	2022-03-05	 6:00pm	   	W	  	FORD 	at	  	QUIN 	 	   	 	 				6:00 PM	North Haven, CT	[North Haven Health and Racquet Club](/facilities/?id=31)			[History](/sports/womens-tennis/opponent-history/fordham-university/19)
 BING	 13310	2022-03-05	 6:00pm	   	W	  	MAR  	at	  	BING 	 	   	 	 				6 p.m.	Binghamton, NY	[Binghamton Tennis Center](http://www.tennisctr.com/pages/index.cfm?siteid=14478)			[History](/sports/womens-tennis/opponent-history/marist-college/10)
  MAR	 13135	2022-03-05	 6:00pm	   	W	  	MAR  	at	  	BING 	 	   	 	 				6 p.m.	Vestal, NY				[History](/sports/womens-tennis/opponent-history/binghamton-university/30)
 NAVY	 21902	2022-03-05	 6:00pm	   	W	  	NAVY 	at	  	TOW  	 	   	 	 				6:00 p.m.	Towson, MD				[History](/sports/womens-tennis/opponent-history/towson-university/184)
IUPUI	 15251	2022-03-05	 6:30pm	   	W	  	SLU  	at	  	IUPUI	 	   	 	 				6:30 P.M.	Indianapolis, IN	[West Indy Racquet Club](/facilities/?id=5)			[History](/sports/womens-tennis/opponent-history/saint-louis-university/11)
  NIA	  9584	2022-03-05	 7:30pm	   	W	  	SIEN 	at	  	NIA  	 	   	 	C				7:30 p.m.					[History](/sports/womens-tennis/opponent-history/siena-college/3)
  TEX	 14427	2022-03-06	11:00am	CT 	W	 1	TEX  	at	12	UCF  	 	   	 	 				11 a.m. CT / 12 p.m. ET	Lake Nona, FL				
  UCF	 17498	2022-03-06	12:00pm	   	W	 1	TEX  	at	12	UCF  	 	   	 	 				12:00 PM	Orlando, FL	[USTA National Campus](/facilities/?id=14)			[History](/sports/womens-tennis/opponent-history/university-of-texas/104)
 STAN	 36895	2022-03-06	12:00pm	PT 	W	17	STAN 	at	 2	PEPP 	 	   	 	 				12:00 PM PT	Malibu, CA				[History](/sports/womens-tennis/opponent-history/pepperdine-university/3179)
 PEPP	 11642	2022-03-06	12:00pm	PT 	W	17	STAN 	at	 2	PEPP 	 	   	 	 				12:00 p.m. PT	Malibu, CA				[Watch](https://pepperdinewaves.com/sports/2018/8/7/playsight.aspx) [Live Stats](https://pepperdinewaves.com/sports/2018/8/7/playsight.aspx) [Tickets](https://pepperdinewaves.com/sports/2018/6/15/tickets-pepp-tickets-html.aspx)
  UNC	 23255	2022-03-06	 2:00pm	   	W	 7	UVA  	at	 3	UNC  	 	   	 	C				2 PM	Chapel Hill				[Live Stats](http://www.statbroadcast.com/events/statmonitr.php?gid=unc)
 MSST	 16821	2022-03-06	12:00pm	   	W	  	MSST 	at	 4	UGA  	 	   	 	 				12 p.m.	Athens, GA				
  UGA	 23010	2022-03-06	 1:00pm	   	W	  	MSST 	at	 4	UGA  	 	   	 	C				1:00 PM	Athens, GA				
 UCLA	 30671	2022-03-06	12:30pm	PT 	W	 5	UCLA 	at	  	UTAH 	 	   	 	 				12:30 PM PT	Salt Lake City, UT				
 UTAH	 20566	2022-03-06	 1:30pm	MT 	W	 5	UCLA 	at	  	UTAH 	 	   	 	C				1:30 PM MT	Salt Lake City, UT				[Watch](https://utahutes.com/sports/2018/2/16/tennis-video-streaming.aspx) [Live Stats](http://statb.us/b/381311) [History](/sports/womens-tennis/opponent-history/ucla/49)
   VT	 24518	2022-03-06	    TBA	   	W	  	VT   	at	 6	DUKE 	 	   	 	C					Durham, NC				
 DUKE	 20376	2022-03-06	11:00am	   	W	  	VT   	at	 6	DUKE 	 	   	 	C				11 a.m.	Durham, NC				
 ELON	  7600	2022-03-06	    TBA	   	W	  	ELON 	at	 8	NCST 	 	   	 	 					Raleigh, NC				
 NCST	 22060	2022-03-06	12:00pm	   	W	24	MIA  	at	 8	NCST 	 	   	 	C				12 PM	Raleigh, N.C.	[J.W. Isenhour Tennis Center](/facilities/?id=27)			[History](/sports/womens-tennis/opponent-history/university-of-miami/44)
 NCST	 22061	2022-03-06	 5:00pm	   	W	  	ELON 	at	 8	NCST 	 	   	 	 				5 PM	Raleigh, N.C.	[J.W. Isenhour Tennis Center](/facilities/?id=27)			[History](/sports/womens-tennis/opponent-history/elon-university/42)
  CAL	 33164	2022-03-06	12:00pm	PT 	W	  	ORE  	at	 9	CAL  	 	   	 	C				12:00 PM PT	Berkeley, CA				
  ORE	 21169	2022-03-06	12:00pm	PT 	W	  	ORE  	  	 9	CAL  	 	   	 	 				12:00 PM PT	Berkeley, CA				
  BAY	 27506	2022-03-06	11:00am	   	W	  	UNT  	at	11	BAY  	 	   	 	 				11 AM	Waco, TX	[Hurd Tennis Center](/facilities/?id=7)			
  UNT	  5237	2022-03-06	11:00am	CT 	W	  	UNT  	at	11	BAY  	 	   	 	 				11 A.M. CT	Waco, TX				[History](/sports/womens-tennis/opponent-history/baylor-university/161)
  BAY	 27507	2022-03-06	 5:00pm	   	W	  	ABCHR	at	11	BAY  	 	   	 	 				5 PM	Waco, TX	[Hurd Tennis Center](/facilities/?id=7)			
ABCHR	  8423	2022-03-06	 5:00pm	   	W	  	ABCHR	at	11	BAY  	 	   	 	 				5 p.m.	Waco, TX				[History](/sports/womens-tennis/opponent-history/baylor-university/90)
   BC	 23875	2022-03-06	10:00am	   	W	12	GT   	at	  	BC   	 	   	 	 				10:00 AM	Weymouth, MA				
  FLA	 24693	2022-03-06	       	   	W	20	FLA  	at	14	A&M  	 	   	 	C					College Station, TX				
  A&M	 18292	2022-03-06	  12:00	   	W	20	FLA  	at	14	A&M  	 	   	 	C					Bryan-College Station	[Mitchell Tennis Center](/facilities/?id=13)			[Watch](https://12thman.com/livetennis) [Live Stats](http://statb.us/b/381945) [History](/sports/womens-tennis/opponent-history/university-of-florida/10)
 WAKE	 12564	2022-03-06	12:00pm	   	W	15	FSU  	at	  	WAKE 	 	   	 	C				12:00 PM	Winston-Salem, NC	[Wake Forest Tennis Center](/facilities/?id=8)			
  USC	 29970	2022-03-06	 9:00am	PT 	W	18	USC  	at	  	COLO 	 	   	 	 				9:00 AM PT	Boulder, CO				
 COLO	 15733	2022-03-06	10:00am	MT 	W	18	USC  	at	  	COLO 	 	   	 	C				10:00 AM MT	Boulder, CO				
